"","Player","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles","Fls","Fld","Off","Crs","TklW","OG","PKwon","PKcon","Club"
"2924","Rafael Ratão",709,3,0,0,0,10,6,1,0,424,23,10,12,2.5,2.5,0.5,23,0,217,308,765.3,28,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925","Rafael Tolói",854,1,0,0,0,10,3,3,0,527,20,21,14,1.6,1.6,0.5,17,3,310,416,746.3,21,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926","Rafail Mamas",12,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA
"2927","Rafał Gikiewicz",990,0,0,0,0,0,0,2,0,547,1,0,0,0,0,0,6,1,325,505,702.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","Raheem Sterling",1547,6,3,0,0,25,10,4,0,778,14,2,14,4.1,4.1,2.5,53,6,453,594,1528.2,46,13,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","Rami Gershon",1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2930","Ramil Sheydayev",390,0,2,0,0,7,2,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,1,3,0,NA,NA,NA
"2931","Ramin Rezaeian",180,1,0,0,0,2,1,1,0,129,7,3,1,0.3,0.3,0.4,8,0,73,105,139.2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","Ramiro Lago",62,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2933","Ramón Terrats",141,0,0,0,0,3,0,0,0,79,2,2,3,0.1,0.1,0,1,0,45,61,466.3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934","Ramy Bensebaini",1248,5,0,1,1,22,8,3,0,889,22,14,24,3.5,2.8,1.4,17,2,542,706,1068,40,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","Randal Kolo Muani",1571,7,9,0,0,39,20,4,1,562,9,0,9,5.9,5.9,3.6,59,16,209,332,1221.1,23,32,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","Randy Ntekja",67,0,0,0,0,2,0,0,1,58,2,1,0,0,0,0,3,2,33,43,558.4,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","Rangelo Janga",83,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2938","Rani Khedira",1213,0,0,0,0,12,0,5,0,555,33,18,16,0.5,0.5,0.3,11,1,321,430,1042.2,25,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","Raoul Bellanova",219,0,0,0,0,2,0,0,0,154,5,2,4,0.3,0.3,0,3,0,93,124,789.4,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","Raphael Framberger",176,0,0,0,0,0,0,0,0,86,10,2,2,0,0,0,1,0,33,64,97.8,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","Raphaël Guerreiro",1468,3,3,0,0,16,8,2,0,1204,26,27,10,1,1,2.7,48,7,903,1070,1511.6,79,13,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","Raphael Onyedika",724,0,0,0,0,8,1,6,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943","Raphaël Varane",758,0,0,0,0,2,0,1,0,441,12,4,10,0.1,0.1,0.2,5,0,301,360,NA,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944","Raphinha",1022,2,4,0,0,39,9,1,0,757,22,9,19,3.9,3.9,4.2,67,10,447,622,1478.3,54,16,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945","Rareş Ilie",148,0,0,0,0,4,0,0,0,77,3,1,2,0.3,0.3,0.2,6,0,47,60,329.3,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","Rasmus Falk",367,0,1,0,0,4,2,0,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947","Rasmus Højlund",600,2,1,0,0,16,7,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948","Rasmus Lauritsen",285,0,1,0,0,0,0,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949","Rasmus Nicolaisen",1195,0,2,0,0,6,1,4,1,804,26,29,21,0.6,0.6,0.6,6,3,521,635,1143.5,32,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2950","Rasmus Nissen",1227,0,1,0,0,6,1,5,0,915,43,22,17,0.3,0.3,0.7,24,2,558,789,990.5,53,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951","Rasmus Peetson",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2952","Rasmus Thelander",125,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2953","Raúl Albiol",1159,0,0,0,0,1,0,4,0,894,13,9,9,0,0,0,9,0,691,784,1137.8,39,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","Raúl Feher",180,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2955","Raúl García",355,1,1,0,0,23,5,1,0,170,7,1,4,1.6,1.6,0.4,17,3,75,118,813.7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956","Raúl Guti",647,0,0,0,0,5,3,1,0,274,13,7,7,0.6,0.6,0,8,2,179,212,927.8,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957","Raúl Jiménez",257,0,0,0,0,7,3,0,0,84,0,1,4,0.8,0.8,0.4,3,0,38,56,313.3,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958","Rayan Aït Nouri",666,0,0,0,0,7,3,1,0,449,18,3,1,0.2,0.2,0.8,17,0,303,367,800,25,13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959","Rayan Cherki",222,0,3,0,0,9,2,1,0,228,3,3,0,0.4,0.4,1.1,24,6,138,185,901.7,15,16,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960","Rayan Raveloson",730,0,0,0,0,10,1,0,0,416,12,15,9,1.1,1.1,0.2,10,0,271,321,1068.3,25,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961","Raz Meir",83,0,0,0,0,0,0,0,0,44,4,0,1,0,0,0,0,0,31,38,162.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962","Razak Abalora",540,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2963","Răzvan Marin",983,0,0,0,0,11,2,4,0,661,21,8,13,0.4,0.4,0.7,32,0,472,583,1215.9,33,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964","Redon Xhixha",180,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2965","Reece James",890,2,2,0,0,12,3,4,0,809,24,6,15,1,1,2.1,36,5,621,731,949.7,36,13,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966","Reece Oxford",94,0,0,0,0,0,0,0,0,67,1,1,4,0,0,0.1,1,0,28,52,178,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967","Regi Lushkja",429,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2968","Reinier",313,1,0,0,0,4,2,1,0,158,6,1,3,0.8,0.8,0.1,8,0,93,116,581,7,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969","Reinildo Mandava",1749,0,0,0,0,6,0,4,0,1327,56,25,29,0.3,0,0.6,23,1,979,1129,1704.5,54,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970","Reiss Nelson",65,2,1,0,0,3,3,0,0,46,1,0,0,0.6,0.6,0.1,4,2,35,39,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","Remi Oudin",213,0,0,0,0,7,3,1,0,147,9,8,5,0.1,0.1,0.2,9,1,61,104,491.7,11,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972","Remko Pasveer",540,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,187,283,412.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973","Remo Freuler",1011,0,0,0,0,3,1,2,0,568,24,12,11,0.1,0.1,0.3,16,1,383,467,1062.7,31,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","Rémy Cabella",721,3,5,0,0,11,9,0,0,633,17,5,12,1.9,1.9,2.5,52,7,463,559,743.6,67,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975","Rémy Descamps",NA,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976","Rémy Dugimont",108,0,1,0,0,4,1,1,0,78,2,0,3,0.1,0.1,0.3,5,1,40,59,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977","Rémy Riou",331,0,0,0,0,0,0,0,0,134,1,0,0,0,0,0,1,0,105,124,337,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978","Renaldo Showayne Cephas",217,1,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2979","Renan",482,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2980","Renan Guedes",540,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2981","Renan Lodi",505,0,0,0,0,4,0,1,0,291,10,10,7,0.4,0.4,0.1,7,1,172,236,479.8,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982","Renārs Varslavāns",1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2983","Renato Sanches",462,2,0,0,0,6,4,0,0,431,6,5,7,0.7,0.7,0.6,9,1,364,388,1187.1,18,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984","Renato Steffen",32,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,13,15,86.7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985","Renato Tapia",638,0,0,0,0,2,1,2,0,441,18,8,14,0.1,0.1,0.7,14,0,316,366,934.3,28,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986","Renaud Ripart",747,2,1,0,0,29,10,2,0,419,27,3,14,2.6,2.6,1.6,31,7,192,277,876.2,18,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987","Rene Dedic",59,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2988","René Joensen",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2989","Renzo Zambrano",345,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2990","Reo Hatate",448,0,0,0,0,6,2,1,0,283,5,3,4,0.3,0.3,0.4,13,1,188,242,465.3,23,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","Rhys Healey",60,1,0,0,0,4,2,0,0,22,0,0,0,0.3,0.3,0.3,2,0,7,14,181,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992","Riad Nouri",727,1,1,0,1,9,2,2,0,357,9,4,2,1.9,1.1,1.3,27,1,208,299,975.2,14,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993","Ricardo Esgaio",109,0,0,0,0,0,0,3,1,64,8,0,2,0,0,0,1,0,34,49,232.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994","Ricardo Pepi",95,0,0,0,0,1,0,0,0,38,1,0,1,0.1,0.1,0,2,0,18,27,189.8,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995","Ricardo Rodríguez",1127,0,0,0,0,5,1,0,0,846,27,16,17,0.1,0.1,0.1,20,0,613,742,1217.9,35,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996","Riccardo Marchizza",17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,7,141.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997","Riccardo Orsolini",625,2,1,0,0,23,9,2,1,313,10,3,11,2.5,2.5,0.6,18,1,123,217,664.3,12,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","Riccardo Saponara",450,0,2,0,0,13,4,1,0,240,3,1,1,0.6,0.6,2.2,21,3,146,190,950.4,14,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999","Riccardo Sottil",432,0,2,0,0,12,7,1,0,200,0,0,1,0.5,0.5,1.1,26,2,127,157,536.5,11,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000","Richard Almeida",410,0,0,0,0,3,1,3,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,5,0,NA,NA,NA
"3001","Richarlison",912,4,2,0,0,27,9,2,0,386,13,6,15,3.8,3.8,2.2,29,3,180,250,1139.4,24,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002","Richie Laryea",134,0,0,0,0,2,0,0,0,62,3,0,2,0.1,0.1,0.5,5,0,29,39,148.4,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003","Richie Towell",199,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3004","Rick",380,0,0,0,0,0,0,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3005","Rick Karsdorp",547,0,0,0,0,1,0,0,0,328,18,6,0,0.3,0.3,1.1,13,0,219,281,630.1,19,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006","Rico Henry",1346,0,1,0,0,8,2,0,0,632,21,12,15,0.6,0.6,0.7,14,1,349,480,1077.1,28,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007","Rico Lewis",157,1,0,0,0,2,1,0,0,149,3,1,2,0.3,0.3,0.1,2,0,123,136,452.6,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008","Ridle Baku",1280,3,1,0,0,17,6,3,0,926,30,12,23,1.3,1.3,2.1,34,4,600,764,1153.5,62,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3009","Rıdvan Yılmaz",114,0,0,0,0,1,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010","Riley McGree",135,0,0,0,0,1,0,0,0,56,1,1,3,0,0,0.2,2,1,31,42,147.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3011","Ritsu Doan",1155,3,2,0,0,28,14,2,0,538,39,8,21,3.1,3.1,1.7,37,4,237,328,1244.1,33,21,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012","Riyad Mahrez",740,3,1,1,3,17,6,1,0,577,12,2,3,4,1.6,1.8,43,6,425,495,1257.8,28,9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","Ró-Ró",262,0,0,0,0,2,0,0,0,134,6,8,2,0,0,0,1,0,78,108,216.3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3014","Rob Holding",14,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,5,5,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015","Robbie McDaid",279,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3016","Robert Andrich",1387,2,2,0,0,14,3,9,0,954,35,20,26,1.1,1.1,0.6,23,3,679,808,1463.7,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017","Robert Gumny",836,1,1,0,0,3,2,2,0,409,13,11,4,0.4,0.4,0.5,12,2,196,321,694.3,15,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018","Robert Kirss",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3019","Robert Lewandowski",1685,19,5,0,2,80,40,2,1,694,14,1,12,16,14.4,3.2,64,10,339,468,1530.3,41,21,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020","Robert Ljubicic",1110,1,1,0,0,6,1,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021","Robert Sánchez",1260,0,0,0,0,0,0,0,0,508,0,1,0,0,0,0,1,0,341,480,994.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022","Robert Skov",934,3,1,2,2,29,7,1,0,635,14,7,13,3.1,1.5,1.4,32,2,366,521,980.3,30,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023","Robert Wagner",7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,2,100,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024","Roberto Alvarado",18,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,5,10,50,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025","Roberto Arroyo",15,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,5,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026","Roberto Firmino",1285,9,4,0,0,38,22,0,0,779,18,10,16,4.8,4.8,3.5,56,9,483,613,1485,64,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027","Roberto Gagliardini",272,0,0,0,0,6,2,1,0,160,11,3,9,0.3,0.3,0.2,8,1,96,120,739.4,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028","Roberto González",54,0,0,0,0,0,0,1,0,32,0,1,0,0,0,0.3,5,0,25,29,185.2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029","Roberto Navarro",155,0,0,0,0,6,2,2,0,101,3,0,4,0.3,0.3,0.1,6,0,52,67,595.3,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030","Roberto Pereyra",1289,1,5,0,0,17,6,4,0,747,19,12,13,1.3,1.3,3,49,8,493,612,1193.3,62,14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031","Roberto Piccoli",159,0,0,0,0,4,2,0,0,32,1,0,1,0.4,0.4,0.2,1,0,7,13,220,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032","Roberto Rosales",106,0,0,0,0,1,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,9,1,0,NA,NA,NA
"3033","Roberto Soriano",639,0,3,0,0,6,1,0,0,324,13,3,12,0.2,0.2,1.5,22,3,201,256,1067.8,26,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034","Roberto Torres",11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.2,2,0,12,13,187.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035","Robin Gosens",561,2,0,0,0,6,4,2,0,347,19,4,4,0.9,0.9,0.8,14,1,236,299,1375,18,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036","Robin Knoche",1260,1,0,0,1,3,1,2,0,847,19,12,15,0.9,0.1,0.1,9,1,576,713,1110.9,28,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037","Robin Koch",1215,0,0,0,0,5,1,3,0,842,20,18,21,0.2,0.2,0,3,0,551,711,1068.4,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038","Robin Le Normand",816,0,0,0,0,1,0,3,0,558,8,9,11,0.1,0.1,0,8,1,451,486,899.7,22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039","Robin Olsen",56,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,23,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","Robin Zentner",1350,0,0,0,0,0,0,1,0,522,0,0,0,0,0,0.1,6,1,264,479,851.6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041","Rocco Reitz",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042","Rochinha",18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.1,1,0,4,6,66.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043","Rodolfo Soares",173,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3044","Rodri",1694,0,3,0,0,26,4,2,0,2086,41,21,24,1.4,1.4,0.7,49,8,1762,1921,1834.7,107,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045","Rodrigo",1582,10,1,1,1,43,15,1,0,787,15,8,10,6.1,5.3,1.2,43,4,488,618,1853.1,35,8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Rodrigo Battaglia",592,0,0,0,0,2,0,5,0,261,11,5,12,0.1,0.1,0,3,0,160,195,837.8,15,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047","Rodrigo Becão",782,1,1,0,0,5,1,5,0,497,27,4,10,0.6,0.6,0.3,8,1,332,427,691.4,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","Rodrigo Bentancur",1775,4,2,0,0,17,8,8,0,1342,49,29,28,2,2,1.2,51,6,967,1134,1783.2,76,26,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049","Rodrigo Conceição",5,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,5,150,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050","Rodrigo De Paul",1106,2,1,0,0,14,7,3,0,968,14,7,21,0.5,0.5,1.9,47,3,680,855,1495.7,76,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051","Rodrigo Ely",1233,0,0,0,0,8,1,4,1,730,9,16,18,0.3,0.3,0,6,0,482,581,1127.7,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052","Rodrigo Pinho",15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053","Rodrigo Riquelme",796,3,0,0,0,23,9,0,0,321,7,3,5,1.8,1.8,0.3,17,1,151,221,847.5,19,8,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054","Rodrigo Zalazar",377,1,0,0,0,14,6,1,0,162,5,1,4,1.1,1.1,0.6,14,1,58,94,NA,5,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055","Rodrygo",1393,7,6,3,3,58,20,1,0,794,16,6,17,9.2,6.9,4.9,71,17,513,593,1629.9,24,27,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056","Roger Ibanez",1350,1,0,0,0,9,4,3,0,1017,38,31,13,1.2,1.2,0.1,13,1,763,856,1320.1,35,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057","Roger Junio",176,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"3058","Roger Martí",430,0,1,0,0,4,1,1,0,145,3,1,3,0.3,0.3,0.4,11,1,74,100,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059","Rogério",1153,0,2,0,0,3,0,2,0,929,14,13,13,0,0,0.8,25,2,684,843,1139.1,45,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","Rok Kronaveter",79,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"3061","Rok Sirk",109,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"3062","Roko Baturina",323,2,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"3063","Roko Simic",18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,3,5,116.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064","Roland Sallai",376,0,0,0,0,15,3,3,0,167,4,1,4,1.3,1.3,0.4,12,0,81,115,537.4,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065","Rolando Mandragora",869,1,1,0,0,22,4,4,0,572,22,8,9,0.7,0.7,1.3,36,1,388,466,1081.2,46,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066","Romain Del Castillo",514,4,2,3,3,12,5,2,0,331,17,3,4,3.3,0.9,1.5,20,6,164,251,562.3,22,11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067","Romain Faivre",262,0,1,0,0,5,2,0,0,195,6,0,2,0.1,0.1,0.3,12,1,132,155,650,11,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
