"","Player","Min","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes"
"2660","Timothée Kolodziejczak",25,17,14,3,0,0,0,1,3,0,0,0,0,14,0,0
"2661","Timothy Castagne",1371,821,701,119,9,1,2,31,110,0,0,0,0,654,1,12
"2662","Timothy Chandler",91,59,41,17,0,0,0,3,17,0,0,0,0,36,1,1
"2663","Timothy Fosu-Mensah",123,81,65,15,1,0,1,1,14,0,0,0,0,65,1,1
"2664","Timothy Weah",567,261,242,18,2,0,1,11,15,1,0,0,0,211,1,9
"2665","Tjaronn Chery",540,256,223,29,1,3,1,14,0,8,2,2,0,204,4,4
"2666","Tobias Mohr",695,434,311,122,28,1,10,64,75,19,7,11,0,265,1,14
"2667","Tobias Sippel",270,139,98,41,12,0,0,0,0,0,0,0,0,91,0,0
"2668","Toby Alderweireld",180,178,176,2,2,1,0,2,0,0,0,0,0,166,0,2
"2669","Tolgay Arslan",509,237,223,14,9,0,4,6,2,3,1,1,0,194,0,5
"2670","Tom Bischof",15,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
"2671","Tom Cairney",343,279,265,14,2,1,3,16,3,6,2,2,0,238,0,1
"2672","Tom Davies",298,113,110,3,3,1,2,0,0,0,0,0,0,83,0,3
"2673","Tom Krauß",1232,385,368,14,3,1,0,7,1,0,0,0,0,282,3,12
"2674","Tom Rothe",75,66,51,15,1,0,0,3,14,0,0,0,0,48,0,2
"2675","Toma Bašić",277,155,142,13,4,2,0,16,0,5,2,3,0,115,0,7
"2676","Tomás Alarcón",223,95,88,7,5,1,3,6,0,2,1,1,0,78,0,0
"2677","Tomáš Chorý",361,60,57,3,0,0,0,0,0,0,0,0,0,35,0,1
"2678","Tomáš Koubek",360,166,116,50,10,0,0,0,0,0,0,0,0,108,0,0
"2679","Tomás Rincón",1090,551,530,18,12,1,9,10,4,1,0,1,0,445,3,4
"2680","Tomáš Souček",1307,531,524,7,7,0,6,4,0,0,0,0,0,407,0,15
"2681","Tommaso Augello",1086,681,544,137,19,0,4,55,116,2,0,2,0,498,0,25
"2682","Tommaso Baldanzi",364,113,105,8,1,0,0,3,0,0,0,0,0,88,0,3
"2683","Tommaso Barbieri",3,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1
"2684","Tommaso Milanese",11,8,6,2,1,0,0,2,0,1,0,1,0,5,0,0
"2685","Tommaso Pobega",576,243,237,5,4,1,0,3,0,0,0,0,0,174,1,9
"2686","Toni Kroos",1303,1520,1388,123,58,1,31,70,10,55,24,18,1,1386,9,7
"2687","Toni Lato",276,208,182,25,5,0,2,15,13,7,2,4,0,175,1,2
"2688","Toni Martínez",93,34,33,1,0,0,0,0,0,0,0,0,0,19,0,1
"2689","Toni Villa",380,160,154,6,0,0,0,16,3,2,1,1,0,118,0,5
"2690","Tonny Vilhena",986,401,364,35,12,0,6,23,8,15,0,10,0,307,2,11
"2691","Tony Jantschke",87,64,64,0,0,0,0,0,0,0,0,0,0,57,0,0
"2692","Tosin Adarabioyo",900,488,466,18,13,0,4,1,4,0,0,0,0,389,4,5
"2693","Toti Gomes",259,154,152,2,1,0,2,0,1,0,0,0,0,132,0,1
"2694","Trent Alexander-Arnold",1468,1388,1121,258,34,7,23,140,166,58,13,44,0,1029,9,19
"2695","Trevoh Chalobah",990,701,676,24,14,1,4,2,10,0,0,0,0,635,1,5
"2696","Tristan Dingomé",87,74,64,9,2,0,0,5,2,5,2,1,0,52,1,1
"2697","Tuta",1760,1052,1009,42,31,1,7,3,11,0,0,0,0,848,1,11
"2698","Tyler Adams",1436,940,886,53,43,1,4,3,10,0,0,0,0,785,1,14
"2699","Tymoteusz Puchacz",58,36,27,8,1,0,0,5,4,3,1,0,0,22,1,1
"2700","Tyrell Malacia",567,270,215,54,2,0,0,5,50,2,2,0,0,225,1,7
"2701","Tyrese Francois",1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"2702","Tyrick Mitchell",977,580,460,119,18,0,0,17,101,0,0,0,0,420,1,22
"2703","Tyrone Mings",1170,591,575,15,13,0,5,1,2,0,0,0,0,490,1,2
"2704","Tyronne Ebuehi",403,192,145,45,1,0,0,6,44,0,0,0,0,148,2,9
"2705","Umar Sadiq",322,49,45,3,0,0,1,0,1,0,0,0,0,35,1,2
"2706","Unai García",1116,510,485,25,25,0,15,2,0,0,0,0,0,405,0,2
"2707","Unai López",554,436,394,38,17,0,11,24,4,13,5,4,1,360,4,2
"2708","Unai Núñez",1170,746,726,19,19,0,9,1,0,0,0,0,0,659,1,2
"2709","Unai Simón",1440,528,405,120,28,0,1,0,0,0,0,0,0,416,3,0
"2710","Unai Vencedor Paris",141,91,87,3,3,0,2,2,0,0,0,0,0,81,1,1
"2711","Uriel Antuna",32,12,11,1,0,0,0,5,1,0,0,0,0,7,0,2
"2712","Václav Jemelka",361,122,97,23,5,0,3,4,18,0,0,0,0,96,2,6
"2713","Václav Pilař",123,47,44,2,1,0,1,4,1,0,0,0,0,33,1,1
"2714","Valdemar Jensen",259,158,155,2,1,0,3,0,1,0,0,0,0,137,1,0
"2715","Valentin Antov",172,111,101,10,2,0,0,1,8,0,0,0,0,92,0,1
"2716","Valentin Carboni",18,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
"2717","Valentín Castellanos",1112,182,167,13,0,1,1,3,0,0,0,0,0,121,2,7
"2718","Valentin Gendrey",1184,583,437,143,8,0,3,24,135,0,0,0,0,412,3,14
"2719","Valentin Rongier",1557,1185,1148,35,27,1,7,2,8,0,0,0,0,1056,2,14
"2720","Valentino Lazaro",905,569,432,136,15,0,1,46,99,22,6,9,0,434,1,12
"2721","Valère Germain",290,107,102,5,0,0,0,1,1,0,0,0,0,80,0,2
"2722","Valerii Bondar",540,344,338,6,6,0,2,0,0,0,0,0,0,317,0,4
"2723","Valerio Verre",432,297,276,19,10,1,1,20,4,5,1,3,0,218,2,11
"2724","Valery",398,123,110,13,1,0,0,8,10,2,0,0,0,103,0,4
"2725","Vanderson",854,563,475,86,7,0,10,35,78,1,0,1,0,440,2,8
"2726","Vanja Milinković-Savić",1530,751,577,166,41,0,4,0,0,0,0,0,0,447,8,0
"2727","Vassilis Lambropoulos",477,185,179,6,5,0,1,0,1,0,0,0,0,125,0,1
"2728","Vedat Muriqi",1037,288,286,2,0,2,0,5,0,0,0,0,0,173,0,8
"2729","Veljko Birmančević",172,57,56,0,0,0,1,0,0,0,0,0,0,36,1,4
"2730","Vicente Guaita",1260,456,317,136,22,0,2,0,0,0,0,0,0,353,3,0
"2731","Victor Bernth Kristiansen",393,216,178,37,7,0,1,17,25,5,2,2,0,162,1,5
"2732","Víctor Chust",851,395,373,19,18,0,5,0,1,0,0,0,0,326,3,4
"2733","Victor Lindelöf",352,224,221,3,3,0,0,0,0,0,0,0,0,209,0,0
"2734","Victor Nelsson",90,74,71,3,3,0,3,0,0,0,0,0,0,69,0,0
"2735","Victor Osimhen",1068,151,141,10,0,1,1,5,2,0,0,0,0,110,0,7
"2736","Víctor Ruiz",341,172,166,5,5,0,1,0,0,0,0,0,0,140,1,0
"2737","Viktor Claesson",417,147,143,3,1,2,2,0,0,0,0,0,0,119,1,3
"2738","Viktor Kovalenko",324,138,132,6,2,0,3,4,3,1,0,0,0,109,0,5
"2739","Vincent Aboubakar",53,16,16,0,0,0,0,0,0,0,0,0,0,13,0,1
"2740","Vincent Janssen",86,20,19,1,0,0,0,0,0,0,0,0,0,16,0,1
"2741","Vincent Le Goff",1350,795,643,149,22,2,1,17,127,0,0,0,0,648,3,10
"2742","Vincent Marchetti",1201,568,552,15,12,4,10,3,3,0,0,0,0,461,1,12
"2743","Vincenzo Grifo",1120,654,569,79,30,5,9,60,11,31,20,5,0,484,6,14
"2744","Vinicius Júnior",1831,766,735,30,6,3,10,34,15,6,0,0,0,605,1,38
"2745","Vinicius Souza",1188,473,459,14,14,0,7,3,0,0,0,0,0,386,0,8
"2746","Virgil van Dijk",2070,1741,1691,48,40,2,18,0,8,0,0,0,0,1532,2,5
"2747","Vitaliy Mykolenko",1283,687,556,125,5,1,1,29,118,2,1,1,0,523,6,17
"2748","Vitaly Janelt",990,451,431,18,9,0,8,10,8,1,1,0,0,383,2,3
"2749","Vitinha",1325,1033,1024,7,5,3,2,4,1,1,1,0,0,955,2,13
"2750","Vito Mannone",168,61,41,20,4,0,0,0,0,0,0,0,0,37,0,0
"2751","Vlad Chiricheș",342,114,106,8,7,1,0,0,0,0,0,0,0,99,0,1
"2752","Vladimír Coufal",685,394,301,90,4,0,0,41,86,0,0,0,0,247,3,23
"2753","Vladimír Darida",31,12,10,2,1,0,0,0,0,1,0,0,0,8,0,0
"2754","Wahbi Khazri",790,218,188,28,9,1,5,11,8,3,2,1,0,161,2,9
"2755","Wajdi Kechrida",111,68,47,21,0,0,0,5,21,0,0,0,0,44,0,6
"2756","Walace",1281,735,703,29,22,0,8,7,3,0,0,0,0,613,3,11
"2757","Waldemar Anton",1344,942,875,66,32,2,8,12,33,0,0,0,0,765,1,11
"2758","Walker Zimmerman",189,169,165,4,3,0,0,0,1,0,0,0,0,151,0,2
"2759","Waniss Taibi",137,107,107,0,0,1,0,1,0,0,0,0,0,94,0,4
"2760","Warren Bondo",60,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1
"2761","Warren Zaire-Emery",39,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
"2762","Wassim Boullif",69,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
"2763","Wataru Endo",1392,683,666,15,10,1,2,1,4,0,0,0,0,520,2,15
"2764","Wayne Hennessey",175,66,46,20,4,0,1,0,0,0,0,0,0,50,0,0
"2765","Wendell",129,88,73,15,2,0,0,6,10,3,3,0,0,74,0,2
"2766","Wesley Fofana",450,418,411,6,6,0,0,1,0,0,0,0,0,364,1,4
"2767","Wesley Saïd",400,123,118,4,0,0,0,3,0,0,0,0,0,102,1,4
"2768","Weston McKennie",1281,510,488,19,4,1,1,14,15,0,0,0,0,402,3,8
"2769","Wilfred Ndidi",638,426,417,9,7,0,1,1,2,0,0,0,0,373,0,6
"2770","Wilfried Kanga",933,174,167,6,0,1,0,6,0,0,0,0,0,110,1,3
"2771","Wilfried Singo",748,410,327,79,11,1,2,13,68,0,0,0,0,307,4,3
"2772","Wilfried Zaha",1147,339,327,11,2,2,1,15,2,0,0,0,0,270,1,12
"2773","Will Hughes",92,53,48,4,1,0,0,2,1,0,0,0,0,44,1,3
"2774","Willi Orban",1890,1539,1489,48,47,0,7,5,1,0,0,0,0,1361,2,10
"2775","William Carvalho",1042,744,719,22,22,4,7,2,0,0,0,0,0,644,3,7
"2776","William Clem",170,74,73,1,1,0,0,0,0,0,0,0,0,66,0,0
"2777","William Saliba",1273,977,959,18,18,0,0,1,0,0,0,0,0,903,0,5
"2778","Willian",564,253,239,13,1,2,3,12,2,10,3,4,0,207,1,7
"2779","Willian José",271,120,115,5,0,0,1,3,0,0,0,0,0,97,0,6
"2780","Williot Swedberg",34,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0
"2781","Willy Boly",152,67,66,1,0,0,0,0,1,0,0,0,0,52,0,1
"2782","Wilson Odobert",698,198,191,5,0,0,0,12,3,1,0,0,0,150,2,7
"2783","Wissam Ben Yedder",811,248,233,14,0,0,0,9,0,0,0,0,0,191,1,6
"2784","Wladimiro Falcone",1350,501,347,150,38,0,3,0,0,0,0,0,0,280,4,0
"2785","Wojciech Szczęsny",1302,440,325,114,30,0,4,0,0,0,0,0,0,319,1,1
"2786","Wout Faes",1080,748,730,17,16,2,4,0,0,0,0,0,0,639,1,4
"2787","Wout Weghorst",20,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"2788","Xaver Schlager",1330,843,830,10,9,6,3,2,1,0,0,0,0,733,3,7
"2789","Xavier Chavalerin",723,374,346,25,15,1,5,17,4,6,4,2,0,313,3,9
"2790","Xeka",434,231,218,11,11,1,3,0,0,0,0,0,0,203,2,3
"2791","Xherdan Shaqiri",71,41,33,7,2,0,0,9,0,4,4,0,0,23,1,2
"2792","Yacine Adli",116,60,58,2,1,0,1,4,1,0,0,0,0,38,0,4
"2793","Yahia Fofana",720,243,170,73,20,0,0,0,0,0,0,0,0,173,0,0
"2794","Yahya Attiat Allah",54,25,21,4,0,0,0,1,4,0,0,0,0,17,0,0
"2795","Yan Couto",506,329,281,47,4,0,2,27,43,0,0,0,0,253,1,5
"2796","Yan Valery",712,314,252,62,3,0,0,13,59,0,0,0,0,225,0,11
"2797","Yangel Herrera",629,268,263,3,0,3,4,15,0,0,0,0,0,207,2,3
"2798","Yanis Begraoui",52,14,13,1,0,0,0,0,0,0,0,0,0,10,0,0
"2799","Yanis Cimignani",279,113,101,11,1,0,0,10,9,1,1,0,0,75,1,6
"2800","Yanis Massolin",38,30,30,0,0,0,0,0,0,0,0,0,0,24,0,0
"2801","Yann Karamoh",129,36,33,3,0,0,0,6,0,0,0,0,0,25,0,2
"2802","Yann Sommer",1080,692,550,140,36,0,2,0,0,0,0,0,0,575,2,0
"2803","Yannick Carrasco",979,508,406,100,21,2,5,47,54,25,14,6,0,407,2,12
"2804","Yannick Gerhardt",700,247,235,10,3,1,2,5,1,0,0,0,0,182,2,10
"2805","Yannik Keitel",347,145,139,6,6,0,2,3,0,0,0,0,0,118,0,2
"2806","Yasser Al-Shahrani",89,29,22,7,1,0,0,1,6,0,0,0,0,13,0,1
"2807","Yasser Larouci",747,398,331,65,4,2,0,30,61,0,0,0,0,308,2,10
"2808","Yassine Bounou",1485,656,484,172,41,0,3,0,0,0,0,0,0,491,0,0
"2809","Yassine Meriah",270,171,163,8,7,2,1,2,1,0,0,0,0,139,0,1
"2810","Yayah Kallon",410,117,110,6,2,0,0,19,4,0,0,0,0,76,1,5
"2811","Yehvann Diouf",720,246,165,80,24,0,1,0,0,0,0,0,0,173,1,0
"2812","Yeltsin Tejeda",180,66,65,0,0,0,0,0,0,0,0,0,0,55,1,0
"2813","Yeray Álvarez",1056,648,607,39,33,1,17,6,2,0,0,0,0,527,2,3
"2814","Yeremi Pino",697,243,238,3,0,0,0,12,2,1,0,0,0,186,2,7
"2815","Yerry Mina",69,16,15,1,1,0,1,0,0,0,0,0,0,14,0,0
"2816","Yıldırım Mert Çetin",20,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
"2817","Yoane Wissa",642,139,133,4,1,1,0,7,0,0,0,0,0,98,2,8
"2818","Yoann Cathline",236,67,65,1,0,1,0,8,1,0,0,0,0,42,1,6
"2819","Yoann Salmier",1070,561,546,15,11,0,7,3,4,0,0,0,0,471,0,6
"2820","Yoann Touzghar",243,70,68,2,0,0,0,2,0,0,0,0,0,46,0,7
"2821","Yohann Magnin",941,532,514,16,4,2,4,13,12,0,0,0,0,439,2,11
"2822","Youcef Atal",624,409,342,67,6,0,1,33,61,0,0,0,0,329,0,14
"2823","Youcef Belaïli",676,310,265,44,18,1,8,38,5,21,11,9,0,224,1,11
"2824","Youri Baas",44,27,25,2,0,1,0,0,2,0,0,0,0,23,0,0
"2825","Youri Tielemans",1241,901,855,43,22,4,4,20,9,6,4,0,0,761,3,21
"2826","Youssef En-Nesyri",759,105,86,19,0,0,0,4,2,0,0,0,0,62,0,1
"2827","Youssef Maleh",297,116,111,4,3,0,1,7,1,0,0,0,0,95,1,2
"2828","Youssef Msakni",169,69,61,8,4,2,3,2,3,1,0,0,0,50,0,3
"2829","Youssouf Fofana",1251,633,607,24,13,4,6,3,0,0,0,0,0,516,2,12
"2830","Youssouf Koné",462,193,170,23,2,0,2,13,21,0,0,0,0,148,0,2
"2831","Youssouf M'Changama",298,171,157,14,8,1,4,16,0,5,1,4,0,141,0,2
"2832","Youssouf Sabaly",900,540,449,89,10,2,1,8,79,0,0,0,0,452,2,8
"2833","Youssoufa Moukoko",1012,179,158,20,0,1,1,4,0,0,0,0,0,130,1,7
"2834","Youstin Salas",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2835","Yukhym Konoplia",418,212,177,32,3,0,2,5,29,0,0,0,0,175,3,9
"2836","Yuki Soma",81,19,11,8,2,0,0,6,3,3,3,0,0,11,0,1
"2837","Yunis Abdelhamid",1350,641,578,60,52,0,10,3,2,0,0,0,0,516,3,7
"2838","Yunus Musah",1099,462,457,5,3,3,10,14,2,0,0,0,0,379,0,12
"2839","Yuri Berchiche",440,245,206,39,4,1,0,16,35,0,0,0,0,199,0,5
"2840","Yussuf Poulsen",166,48,45,2,0,1,0,1,1,0,0,0,0,19,1,2
"2841","Yusuf Yazıcı",200,96,88,8,3,0,1,9,0,4,2,2,0,73,0,2
"2842","Yuto Nagatomo",101,62,48,12,3,0,0,1,9,0,0,0,0,50,2,1
"2843","Yvandro Borges Sanches",28,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0
"2844","Yves Bissouma",698,481,467,12,9,1,1,1,0,0,0,0,0,437,2,4
"2845","Yvon Mvogo",1182,428,274,152,47,0,1,0,0,0,0,0,0,312,2,1
"2846","Zaidu Sanusi",411,194,147,47,5,0,1,4,41,1,1,0,0,139,0,6
"2847","Zakaria Aboukhlal",1188,326,315,9,1,0,0,15,8,0,0,0,0,222,2,23
"2848","Zeca",161,71,68,2,2,0,0,0,0,0,0,0,0,65,1,0
"2849","Zeki Çelik",638,413,331,80,8,0,2,20,72,0,0,0,0,311,2,7
"2850","Zouhair Feddal",349,190,176,13,11,0,5,1,0,0,0,0,0,151,1,1
