"","player_name","citizenship"
"2364","Weston McKennie","United"
"2365","Weston McKennie","States"
"2366","Adrien Rabiot","France"
"2367","Fabio Miretti","Italy"
"2368","Nicolò Fagioli","Italy"
"2369","Juan Cuadrado","Colombia"
"2370","Filip Kostić","Serbia"
"2371","Marley Aké","France"
"2372","Marley Aké","Cote"
"2373","Federico Chiesa","Italy"
"2374","Ángel Di María","Argentina"
"2375","Ángel Di María","Italy"
"2376","Matías Soulé","Argentina"
"2377","Matías Soulé","Italy"
"2378","Dušan Vlahović","Serbia"
"2379","Moise Kean","Italy"
"2380","Moise Kean","Cote"
"2381","Arkadiusz Milik","Poland"
"2382","Kaio Jorge","Brazil"
"2383","Rui Patrício","Portugal"
"2384","Mile Svilar","Serbia"
"2385","Mile Svilar","Belgium"
"2386","Pietro Boer","Italy"
"2387","Roger Ibañez","Brazil"
"2388","Roger Ibañez","Italy"
"2389","Gianluca Mancini","Italy"
"2390","Marash Kumbulla","Albania"
"2391","Marash Kumbulla","Italy"
"2392","Chris Smalling","England"
"2393","William Bianda","France"
"2394","William Bianda","Cote"
"2395","Filippo Tripi","Italy"
"2396","Leonardo Spinazzola","Italy"
"2397","Matías Viña","Uruguay"
"2398","Matías Viña","Italy"
"2399","Zeki Celik","Turkey"
"2400","Rick Karsdorp","Netherlands"
"2401","Bryan Cristante","Italy"
"2402","Bryan Cristante","Canada"
"2403","Nemanja Matić","Serbia"
"2404","Nemanja Matić","Slovakia"
"2405","Ebrima Darboe","The"
"2406","Ebrima Darboe","Gambia"
"2407","Georginio Wijnaldum","Netherlands"
"2408","Georginio Wijnaldum","Suriname"
"2409","Mady Camara","Guinea"
"2410","Edoardo Bove","Italy"
"2411","Nicola Zalewski","Poland"
"2412","Lorenzo Pellegrini","Italy"
"2413","Nicolò Zaniolo","Italy"
"2414","Cristian Volpato","Italy"
"2415","Cristian Volpato","Australia"
"2416","Ante Coric","Croatia"
"2417","Stephan El Shaarawy","Italy"
"2418","Stephan El Shaarawy","Egypt"
"2419","Paulo Dybala","Argentina"
"2420","Paulo Dybala","Italy"
"2421","Tammy Abraham","England"
"2422","Tammy Abraham","Nigeria"
"2423","Andrea Belotti","Italy"
"2424","Eldor Shomurodov","Uzbekistan"
"2425","Juan Musso","Argentina"
"2426","Juan Musso","Italy"
"2427","Marco Sportiello","Italy"
"2428","Francesco Rossi","Italy"
"2429","Merih Demiral","Turkey"
"2430","Giorgio Scalvini","Italy"
"2431","Berat Djimsiti","Albania"
"2432","Berat Djimsiti","Switzerland"
"2433","Caleb Okoli","Italy"
"2434","Caleb Okoli","Nigeria"
"2435","Rafael Tolói","Italy"
"2436","Rafael Tolói","Brazil"
"2437","José Luis Palomino","Argentina"
"2438","Joakim Maehle","Denmark"
"2439","Matteo Ruggeri","Italy"
"2440","Hans Hateboer","Netherlands"
"2441","Brandon Soppy","France"
"2442","Brandon Soppy","Cote"
"2443","Davide Zappacosta","Italy"
"2444","Nadir Zortea","Italy"
"2445","Teun Koopmeiners","Netherlands"
"2446","Marten de Roon","Netherlands"
"2447","Éderson","Brazil"
"2448","Simone Muratore","Italy"
"2449","Mario Pasalic","Croatia"
"2450","Ruslan Malinovskyi","Ukraine"
"2451","Ademola Lookman","Nigeria"
"2452","Ademola Lookman","England"
"2453","Jérémie Boga","Cote"
"2454","Jérémie Boga","d'Ivoire"
"2455","Duván Zapata","Colombia"
"2456","Rasmus Höjlund","Denmark"
"2457","Luis Muriel","Colombia"
"2458","Luís Maximiano","Portugal"
"2459","Ivan Provedel","Italy"
"2460","Marius Adamonis","Lithuania"
"2461","Alessio Romagnoli","Italy"
"2462","Nicolò Casale","Italy"
"2463","Patric","Spain"
"2464","Mario Gila","Spain"
"2465","Stefan Radu","Romania"
"2466","Dimitrije Kamenovic","Serbia"
"2467","Manuel Lazzari","Italy"
"2468","Adam Marusic","Montenegro"
"2469","Adam Marusic","Serbia"
"2470","Elseid Hysaj","Albania"
"2471","Danilo Cataldi","Italy"
"2472","Marco Bertini","Italy"
"2473","Sergej Milinković-Savić","Serbia"
"2474","Sergej Milinković-Savić","Spain"
"2475","Luis Alberto","Spain"
"2476","Marcos Antônio","Brazil"
"2477","Toma Basic","Croatia"
"2478","Matías Vecino","Uruguay"
"2479","Matías Vecino","Italy"
"2480","Mohamed Fares","Algeria"
"2481","Mohamed Fares","France"
"2482","Mattia Zaccagni","Italy"
"2483","Felipe Anderson","Brazil"
"2484","Matteo Cancellieri","Italy"
"2485","Pedro","Spain"
"2486","Luka Romero","Argentina"
"2487","Luka Romero","Spain"
"2488","Ciro Immobile","Italy"
"2489","Pierluigi Gollini","Italy"
"2490","Pietro Terracciano","Italy"
"2491","Michele Cerofolini","Italy"
"2492","Nikola Milenković","Serbia"
"2493","Igor","Brazil"
"2494","Lucas Martínez Quarta","Argentina"
"2495","Lucas Martínez Quarta","Italy"
"2496","Cristiano Biraghi","Italy"
"2497","Luca Ranieri","Italy"
"2498","Aleksa Terzić","Serbia"
"2499","Dodô","Brazil"
"2500","Lorenzo Venuti","Italy"
"2501","Sofyan Amrabat","Morocco"
"2502","Sofyan Amrabat","Netherlands"
"2503","Rolando Mandragora","Italy"
"2504","Gaetano Castrovilli","Italy"
"2505","Alfred Duncan","Ghana"
"2506","Alfred Duncan","Italy"
"2507","Szymon Zurkowski","Poland"
"2508","Youssef Maleh","Morocco"
"2509","Youssef Maleh","Italy"
"2510","Giacomo Bonaventura","Italy"
"2511","Marco Benassi","Italy"
"2512","Alessandro Bianco","Italy"
"2513","Antonin Barak","Czech"
"2514","Antonin Barak","Republic"
"2515","Riccardo Saponara","Italy"
"2516","Nicolás González","Argentina"
"2517","Nicolás González","Italy"
"2518","Riccardo Sottil","Italy"
"2519","Jonathan Ikoné","France"
"2520","Jonathan Ikoné","DR"
"2521","Luka Jović","Serbia"
"2522","Luka Jović","Bosnia-Herzegovina"
"2523","Christian Kouamé","Cote"
"2524","Christian Kouamé","d'Ivoire"
"2525","Arthur Cabral","Brazil"
"2526","Andrea Consigli","Italy"
"2527","Alessandro Russo","Italy"
"2528","Gianluca Pegolo","Italy"
"2529","Martin Erlic","Croatia"
"2530","Gian Marco Ferrari","Italy"
"2531","Kaan Ayhan","Turkey"
"2532","Kaan Ayhan","Germany"
"2533","Ruan Tressoldi","Brazil"
"2534","Filippo Romagna","Italy"
"2535","Rogério","Brazil"
"2536","Georgios Kyriakopoulos","Greece"
"2537","Riccardo Marchizza","Italy"
"2538","Mert Müldür","Turkey"
"2539","Mert Müldür","Austria"
"2540","Jeremy Toljan","Germany"
"2541","Jeremy Toljan","United"
"2542","Maxime López","France"
"2543","Maxime López","Algeria"
"2544","Davide Frattesi","Italy"
"2545","Matheus Henrique","Brazil"
"2546","Abdou Harroui","Morocco"
"2547","Abdou Harroui","Netherlands"
"2548","Pedro Obiang","Equatorial"
"2549","Pedro Obiang","Guinea"
"2550","Hamed Junior Traorè","Cote"
"2551","Hamed Junior Traorè","d'Ivoire"
"2552","Kristian Thorstvedt","Norway"
"2553","Armand Laurienté","France"
"2554","Armand Laurienté","Guadeloupe"
"2555","Emil Konradsen Ceide","Norway"
"2556","Domenico Berardi","Italy"
"2557","Luca D'Andrea","Italy"
"2558","Brian Oddei","Italy"
"2559","Brian Oddei","Ghana"
"2560","Andrea Pinamonti","Italy"
"2561","Agustín Álvarez","Uruguay"
"2562","Janis Antiste","France"
"2563","Janis Antiste","Martinique"
"2564","Grégoire Defrel","Martinique"
"2565","Grégoire Defrel","France"
"2566","Vanja Milinković-Savić","Serbia"
"2567","Vanja Milinković-Savić","Spain"
"2568","Etrit Berisha","Albania"
"2569","Etrit Berisha","Sweden"
"2570","Luca Gemello","Italy"
"2571","Matteo Fiorenza","Italy"
"2572","Perr Schuurs","Netherlands"
"2573","David Zima","Czech"
"2574","David Zima","Republic"
"2575","Alessandro Buongiorno","Italy"
"2576","Ricardo Rodríguez","Switzerland"
"2577","Ricardo Rodríguez","Chile"
"2578","Koffi Djidji","Cote"
"2579","Koffi Djidji","d'Ivoire"
"2580","Stephane Singo","Cote"
"2581","Stephane Singo","d'Ivoire"
"2582","Valentino Lazaro","Austria"
"2583","Mërgim Vojvoda","Kosovo"
"2584","Mërgim Vojvoda","Albania"
"2585","Ola Aina","Nigeria"
"2586","Ola Aina","England"
"2587","Brian Bayeye","France"
"2588","Samuele Ricci","Italy"
"2589","Saša Lukić","Serbia"
"2590","Emirhan Ilkhan","Turkey"
"2591","Karol Linetty","Poland"
"2592","Michel Adopo","France"
"2593","Michel Adopo","Cote"
"2594","Matthew Garbett","New"
"2595","Matthew Garbett","Zealand"
"2596","Nikola Vlasic","Croatia"
"2597","Aleksey Miranchuk","Russia"
"2598","Nemanja Radonjić","Serbia"
"2599","Yann Karamoh","Cote"
"2600","Yann Karamoh","d'Ivoire"
"2601","Demba Seck","Senegal"
"2602","Simone Edera","Italy"
"2603","Antonio Sanabria","Paraguay"
"2604","Antonio Sanabria","Spain"
"2605","Pietro Pellegri","Italy"
"2606","Marco Silvestri","Italy"
"2607","Daniele Padelli","Italy"
"2608","Edoardo Piana","Italy"
"2609","Jaka Bijol","Slovenia"
"2610","Rodrigo Becão","Brazil"
"2611","Nehuén Pérez","Argentina"
"2612","Bram Nuytinck","Netherlands"
"2613","Axel Guessand","France"
"2614","Axel Guessand","Cote"
"2615","James Abankwah","Ireland"
"2616","James Abankwah","Ghana"
"2617","Destiny Udogie","Italy"
"2618","Destiny Udogie","Nigeria"
"2619","Enzo Ebosse","Cameroon"
"2620","Enzo Ebosse","France"
"2621","Adam Masina","Morocco"
"2622","Adam Masina","Italy"
"2623","Leonardo Buta","Portugal"
"2624","Leonardo Buta","Angola"
"2625","Festy Ebosele","Ireland"
"2626","Festy Ebosele","Nigeria"
"2627","Kingsley Ehizibue","Netherlands"
"2628","Kingsley Ehizibue","Nigeria"
"2629","Walace","Brazil"
"2630","Mato Jajalo","Bosnia-Herzegovina"
"2631","Mato Jajalo","Croatia"
"2632","Jean-Victor Makengo","France"
"2633","Jean-Victor Makengo","DR"
"2634","Roberto Pereyra","Argentina"
"2635","Sandi Lovric","Slovenia"
"2636","Sandi Lovric","Austria"
"2637","Tolgay Arslan","Germany"
"2638","Tolgay Arslan","Turkey"
"2639","Lazar Samardzic","Germany"
"2640","Lazar Samardzic","Serbia"
"2641","Simone Pafundi","Italy"
"2642","Gerard Deulofeu","Spain"
"2643","Beto","Portugal"
"2644","Beto","Guinea-Bissau"
"2645","Isaac Success","Nigeria"
"2646","Ilija Nestorovski","North"
"2647","Ilija Nestorovski","Macedonia"
"2648","Lukasz Skorupski","Poland"
"2649","Francesco Bardi","Italy"
"2650","Nicola Bagnolini","Italy"
"2651","Jhon Lucumí","Colombia"
"2652","Stefan Posch","Austria"
"2653","Adama Soumaoro","France"
"2654","Adama Soumaoro","Mali"
"2655","Kevin Bonifazi","Italy"
"2656","Joaquín Sosa","Uruguay"
"2657","Joaquín Sosa","Italy"
"2658","Wisdom Amey","Togo"
"2659","Andrea Cambiaso","Italy"
"2660","Charalampos Lykogiannis","Greece"
"2661","Denso Kasius","Netherlands"
"2662","Lorenzo De Silvestri","Italy"
"2663","Jerdy Schouten","Netherlands"
"2664","Nikola Moro","Croatia"
"2665","Gary Medel","Chile"
"2666","Gary Medel","Spain"
"2667","Kacper Urbanski","Poland"
"2668","Nicolás Domínguez","Argentina"
"2669","Nicolás Domínguez","Italy"
"2670","Lewis Ferguson","Scotland"
"2671","Michel Aebischer","Switzerland"
"2672","Roberto Soriano","Italy"
"2673","Roberto Soriano","Germany"
"2674","Musa Barrow","The"
"2675","Musa Barrow","Gambia"
"2676","Nicola Sansone","Italy"
"2677","Nicola Sansone","Germany"
"2678","Musa Juwara","The"
"2679","Musa Juwara","Gambia"
"2680","Riccardo Orsolini","Italy"
"2681","Emanuel Vignato","Italy"
"2682","Emanuel Vignato","Brazil"
"2683","Orji Okwonkwo","Nigeria"
"2684","Joshua Zirkzee","Netherlands"
"2685","Joshua Zirkzee","Nigeria"
"2686","Marko Arnautovic","Austria"
"2687","Marko Arnautovic","Serbia"
"2688","Antonio Raimondo","Italy"
"2689","Michele Di Gregorio","Italy"
"2690","Alessio Cragno","Italy"
"2691","Alessandro Sorrentino","Italy"
"2692","Eugenio Lamanna","Italy"
"2693","Marlon","Brazil"
"2694","Pablo Marí","Spain"
"2695","Andrea Carboni","Italy"
"2696","Armando Izzo","Italy"
"2697","Luca Caldirola","Italy"
"2698","Valentin Antov","Bulgaria"
"2699","Luca Marrone","Italy"
"2700","Gabriel Paletta","Italy"
"2701","Gabriel Paletta","Argentina"
"2702","Carlos Augusto","Brazil"
"2703","Carlos Augusto","Italy"
"2704","Samuele Birindelli","Italy"
"2705","Gabriele Ferrarini","Italy"
"2706","Giulio Donati","Italy"
"2707","Nicolò Rovella","Italy"
"2708","Andrea Barberis","Italy"
"2709","Antonis Siatounis","Greece"
"2710","Matteo Scozzarella","Italy"
"2711","Nicola Rigoni","Italy"
"2712","Stefano Sensi","Italy"
"2713","Andrea Colpani","Italy"
"2714","Filippo Ranocchia","Italy"
"2715","Mattia Valoti","Italy"
"2716","José Machín","Equatorial"
"2717","José Machín","Guinea"
"2718","Warren Bondo","France"
"2719","Warren Bondo","DR"
"2720","Salvatore Molina","Italy"
"2721","Matteo Pessina","Italy"
"2722","Samuele Vignato","Italy"
"2723","Samuele Vignato","Brazil"
"2724","Marco D'Alessandro","Italy"
"2725","Gianluca Caprari","Italy"
"2726","Patrick Ciurria","Italy"
"2727","Andrea Petagna","Italy"
"2728","Dany Mota","Portugal"
"2729","Dany Mota","Luxembourg"
"2730","Mirko Maric","Croatia"
"2731","Mirko Maric","Bosnia-Herzegovina"
"2732","Christian Gytkjaer","Denmark"
"2733","Luigi Sepe","Italy"
"2734","Vincenzo Fiorillo","Italy"
"2735","Alessandro Micai","Italy"
"2736","Jacopo De Matteis","Italy"
"2737","Flavius Daniliuc","Austria"
"2738","Matteo Lovato","Italy"
"2739","Dylan Bronn","Tunisia"
"2740","Dylan Bronn","France"
"2741","Lorenzo Pirola","Italy"
"2742","Norbert Gyomber","Slovakia"
"2743","Federico Fazio","Argentina"
"2744","Federico Fazio","Italy"
"2745","Andrei Motoc","Moldova"
"2746","Andrei Motoc","Romania"
"2747","Domagoj Bradaric","Croatia"
"2748","Sanasi Sy","France"
"2749","Sanasi Sy","Senegal"
"2750","Pasquale Mazzocchi","Italy"
"2751","Junior Sambia","France"
"2752","Junior Sambia","Central"
"2753","Ivan Radovanovic","Serbia"
"2754","Giulio Maggiore","Italy"
"2755","Emil Bohinen","Norway"
"2756","Lassana Coulibaly","Mali"
"2757","Tonny Vilhena","Netherlands"
"2758","Tonny Vilhena","Angola"
"2759","Grigoris Kastanos","Cyprus"
"2760","Leonardo Capezzi","Italy"
"2761","Antonio Candreva","Italy"
"2762","Francesco Orlando","Italy"
"2763","Boulaye Dia","Senegal"
"2764","Boulaye Dia","France"
"2765","Krzysztof Piatek","Poland"
"2766","Federico Bonazzoli","Italy"
"2767","Erik Botheim","Norway"
"2768","Diego Valencia","Chile"
"2769","Julian Kristoffersen","Norway"
"2770","Guglielmo Vicario","Italy"
"2771","Samuele Perisan","Italy"
"2772","Samir Ujkani","Kosovo"
"2773","Samir Ujkani","Albania"
"2774","Lovro Stubljar","Slovenia"
"2775","Koni De Winter","Belgium"
"2776","Sebastian Walukiewicz","Poland"
"2777","Sebastiano Luperto","Italy"
"2778","Ardian Ismajli","Albania"
"2779","Ardian Ismajli","Kosovo"
"2780","Lorenzo Tonelli","Italy"
"2781","Gabriele Guarino","Italy"
"2782","Fabiano Parisi","Italy"
"2783","Liberato Cacace","New"
"2784","Liberato Cacace","Zealand"
"2785","Petar Stojanovic","Slovenia"
"2786","Tyronne Ebuehi","Nigeria"
"2787","Tyronne Ebuehi","Netherlands"
"2788","Duccio Degli Innocenti","Italy"
"2789","Razvan Marin","Romania"
"2790","Filippo Bandinelli","Italy"
"2791","Liam Henderson","Scotland"
"2792","Nicolas Haas","Switzerland"
"2793","Alberto Grassi","Italy"
"2794","Jean-Daniel Akpa Akpro","Cote"
"2795","Jean-Daniel Akpa Akpro","d'Ivoire"
"2796","Jacopo Fazzini","Italy"
"2797","Nedim Bajrami","Albania"
"2798","Nedim Bajrami","Switzerland"
"2799","Tommaso Baldanzi","Italy"
"2800","Marko Pjaca","Croatia"
"2801","Nicolò Cambiaghi","Italy"
"2802","Martín Satriano","Uruguay"
"2803","Martín Satriano","Italy"
"2804","Sam Lammers","Netherlands"
"2805","Mattia Destro","Italy"
"2806","Emmanuel Ekong","Sweden"
"2807","Emmanuel Ekong","Nigeria"
"2808","Lorenzo Montipò","Italy"
"2809","Simone Perilli","Italy"
"2810","Mattia Chiesa","Italy"
"2811","Alessandro Berardi","Italy"
"2812","Koray Günter","Germany"
"2813","Koray Günter","Turkey"
"2814","Pawel Dawidowicz","Poland"
"2815","Isak Hien","Sweden"
"2816","Isak Hien","Burkina"
"2817","Federico Ceccherini","Italy"
"2818","Diego Coppola","Italy"
"2819","Diego Coppola","Netherlands"
"2820","Giangiacomo Magnani","Italy"
"2821","Juan Cabal","Colombia"
"2822","Josh Doig","Scotland"
"2823","Davide Faraoni","Italy"
"2824","Fabio Depaoli","Italy"
"2825","Adrien Tamèze","Cameroon"
"2826","Adrien Tamèze","France"
"2827","Martin Hongla","Cameroon"
"2828","Ibrahim Sulemana","Ghana"
"2829","Miguel Veloso","Portugal"
"2830","Ivan Ilić","Serbia"
"2831","Filippo Terracciano","Italy"
"2832","Darko Lazović","Serbia"
"2833","Simone Verdi","Italy"
"2834","Ajdin Hrustic","Australia"
"2835","Ajdin Hrustic","Bosnia-Herzegovina"
"2836","Mateusz Praszelik","Poland"
"2837","Alessandro Cortinovis","Italy"
"2838","Yayah Kallon","Sierra"
"2839","Yayah Kallon","Leone"
"2840","Thomas Henry","France"
"2841","Roberto Piccoli","Italy"
"2842","Kevin Lasagna","Italy"
"2843","Milan Djuric","Bosnia-Herzegovina"
"2844","Milan Djuric","Italy"
"2845","Marco Carnesecchi","Italy"
"2846","Ionut Radu","Romania"
"2847","Gianluca Saro","Italy"
"2848","Mouhamadou Sarr","Senegal"
"2849","Mouhamadou Sarr","Italy"
"2850","Dorian Ciezkowski","Poland"
"2851","Jack Hendry","Scotland"
"2852","Johan Vásquez","Mexico"
"2853","Emanuel Aiwu","Austria"
"2854","Luka Lochoshvili","Georgia"
"2855","Vlad Chiriches","Romania"
"2856","Matteo Bianchetti","Italy"
"2857","Maissa Ndiaye","Senegal"
"2858","Emanuele Valeri","Italy"
"2859","Giacomo Quagliata","Italy"
"2860","Leonardo Sernicola","Italy"
"2861","Paolo Ghiglione","Italy"
"2862","Santiago Ascacíbar","Argentina"
"2863","Charles Pickel","Switzerland"
"2864","Charles Pickel","DR"
"2865","Michele Castagnetti","Italy"
"2866","Soualiho Meïté","France"
"2867","Soualiho Meïté","Cote"
"2868","Gonzalo Escalante","Argentina"
"2869","Gonzalo Escalante","Italy"
"2870","Tommaso Milanese","Italy"
"2871","Christian Acella","Italy"
"2872","Jaime Báez","Uruguay"
"2873","Jaime Báez","Italy"
"2874","Cristian Buonaiuto","Italy"
"2875","Luca Zanimacchia","Italy"
"2876","Cyriel Dessers","Nigeria"
"2877","Cyriel Dessers","Belgium"
"2878","Felix Afena-Gyan","Ghana"
"2879","David Okereke","Nigeria"
"2880","Frank Tsadjout","Italy"
"2881","Frank Tsadjout","Cameroon"
"2882","Daniel Ciofani","Italy"
"2883","Wladimiro Falcone","Italy"
"2884","Marco Bleve","Italy"
"2885","Federico Brancolini","Italy"
"2886","Jasper Samooja","Finland"
"2887","Marin Pongracic","Croatia"
"2888","Marin Pongracic","Germany"
"2889","Federico Baschirotto","Italy"
"2890","Samuel Umtiti","France"
"2891","Samuel Umtiti","Cameroon"
"2892","Mert Cetin","Turkey"
"2893","Alessandro Tuia","Italy"
"2894","Kastriot Dermaku","Albania"
"2895","Kastriot Dermaku","Italy"
"2896","Giuseppe Pezzella","Italy"
"2897","Antonino Gallo","Italy"
"2898","Valentin Gendrey","France"
"2899","Valentin Gendrey","Guadeloupe"
"2900","Mats Lemmens","Belgium"
"2901","Morten Hjulmand","Denmark"
"2902","Daniel Samek","Czech"
"2903","Daniel Samek","Republic"
"2904","Alexis Blin","France"
"2905","Joan González","Spain"
"2906","Kristijan Bistrovic","Croatia"
"2907","Kristoffer Askildsen","Norway"
"2908","Thórir Jóhann Helgason","Iceland"
"2909","John Björkengren","Sweden"
"2910","Medon Berisha","Albania"
"2911","Medon Berisha","Kosovo"
"2912","Lameck Banda","Zambia"
"2913","Federico Di Francesco","Italy"
"2914","Gabriel Strefezza","Brazil"
"2915","Gabriel Strefezza","Italy"
"2916","Rémi Oudin","France"
"2917","Marcin Listkowski","Poland"
"2918","Pablo Rodríguez","Spain"
"2919","Lorenzo Colombo","Italy"
"2920","Assan Ceesay","The"
"2921","Assan Ceesay","Gambia"
"2922","Joel Voelkerling Persson","Sweden"
"2923","Bartlomiej Dragowski","Poland"
"2924","Jeroen Zoet","Netherlands"
"2925","Petar Zovko","Bosnia-Herzegovina"
"2926","Ethan Ampadu","Wales"
"2927","Ethan Ampadu","England"
"2928","Jakub Kiwior","Poland"
"2929","Dimitrios Nikolaou","Greece"
"2930","Mattia Caldara","Italy"
"2931","Petko Hristov","Bulgaria"
"2932","Arkadiusz Reca","Poland"
"2933","Kelvin Amian","France"
"2934","Kelvin Amian","Cote"
"2935","Emil Holm","Sweden"
"2936","Salva Ferrer","Spain"
"2937","Mehdi Bourabia","Morocco"
"2938","Mehdi Bourabia","France"
"2939","Albin Ekdal","Sweden"
"2940","Aurélien Nguiamba","France"
"2941","Aurélien Nguiamba","Cameroon"
"2942","Simone Bastoni","Italy"
"2943","Mikael Egill Ellertsson","Iceland"
"2944","Aimar Sher","Sweden"
"2945","Aimar Sher","Iraq"
"2946","Jacopo Sala","Italy"
"2947","Kevin Agudelo","Colombia"
"2948","Viktor Kovalenko","Ukraine"
"2949","Daniel Maldini","Italy"
"2950","Daniel Maldini","Venezuela"
"2951","Emmanuel Gyasi","Ghana"
"2952","Emmanuel Gyasi","Italy"
"2953","Daniele Verde","Italy"
"2954","Leandro Sanca","Portugal"
"2955","Leandro Sanca","Guinea-Bissau"
"2956","M'Bala Nzola","Angola"
"2957","M'Bala Nzola","France"
"2958","David Strelec","Slovakia"
"2959","Emil Audero","Italy"
"2960","Nikita Contini","Italy"
"2961","Nikita Contini","Ukraine"
"2962","Nicola Ravaglia","Italy"
"2963","Elia Tantalocchi","Italy"
"2964","Omar Colley","The"
"2965","Omar Colley","Gambia"
"2966","Jeison Murillo","Colombia"
"2967","Jeison Murillo","Spain"
"2968","Bruno Amione","Argentina"
"2969","Alex Ferrari","Italy"
"2970","Tommaso Augello","Italy"
"2971","Nicola Murru","Italy"
"2972","Bartosz Bereszynski","Poland"
"2973","Andrea Conti","Italy"
"2974","Harry Winks","England"
"2975","Tomás Rincón","Venezuela"
"2976","Gerard Yepes","Spain"
"2977","Gonzalo Villar","Spain"
"2978","Ronaldo Vieira","England"
"2979","Ronaldo Vieira","Guinea-Bissau"
"2980","Simone Trimboli","Italy"
"2981","Telasco Segovia","Venezuela"
"2982","Lorenzo Malagrida","Italy"
"2983","Abdelhamid Sabiri","Morocco"
"2984","Abdelhamid Sabiri","Germany"
"2985","Filip Djuricic","Serbia"
"2986","Valerio Verre","Italy"
"2987","Ignacio Pussetto","Argentina"
"2988","Ignacio Pussetto","Italy"
"2989","Mehdi Léris","Algeria"
"2990","Mehdi Léris","France"
"2991","Manolo Gabbiadini","Italy"
"2992","Manuel De Luca","Italy"
"2993","Francesco Caputo","Italy"
"2994","Fabio Quagliarella","Italy"
"2995","Manuel Neuer","Germany"
"2996","Sven Ulreich","Germany"
"2997","Johannes Schenk","Germany"
"2998","Matthijs de Ligt","Netherlands"
"2999","Dayot Upamecano","France"
"3000","Dayot Upamecano","Guinea-Bissau"
"3001","Lucas Hernández","France"
"3002","Lucas Hernández","Spain"
"3003","Alphonso Davies","Canada"
"3004","Alphonso Davies","Liberia"
"3005","Benjamin Pavard","France"
"3006","Noussair Mazraoui","Morocco"
"3007","Noussair Mazraoui","Netherlands"
"3008","Josip Stanisic","Croatia"
"3009","Josip Stanisic","Germany"
"3010","Bouna Sarr","Senegal"
"3011","Bouna Sarr","France"
"3012","Joshua Kimmich","Germany"
"3013","Leon Goretzka","Germany"
"3014","Ryan Gravenberch","Netherlands"
"3015","Ryan Gravenberch","Suriname"
"3016","Marcel Sabitzer","Austria"
"3017","Jamal Musiala","Germany"
"3018","Jamal Musiala","England"
"3019","Paul Wanner","Austria"
"3020","Paul Wanner","Germany"
"3021","Leroy Sané","Germany"
"3022","Leroy Sané","France"
"3023","Sadio Mané","Senegal"
"3024","Serge Gnabry","Germany"
"3025","Serge Gnabry","Cote"
"3026","Kingsley Coman","France"
"3027","Kingsley Coman","Guadeloupe"
"3028","Thomas Müller","Germany"
"3029","Mathys Tel","France"
"3030","Mathys Tel","Guadeloupe"
"3031","Eric Maxim Choupo-Moting","Cameroon"
"3032","Eric Maxim Choupo-Moting","Germany"
"3033","Gregor Kobel","Switzerland"
"3034","Marcel Lotka","Poland"
"3035","Marcel Lotka","Germany"
"3036","Alexander Meyer","Germany"
"3037","Luca Unbehaun","Germany"
"3038","Niklas Süle","Germany"
"3039","Nico Schlotterbeck","Germany"
"3040","Mats Hummels","Germany"
"3041","Soumaïla Coulibaly","France"
"3042","Soumaïla Coulibaly","Mali"
"3043","Antonios Papadopoulos","Germany"
"3044","Antonios Papadopoulos","Greece"
"3045","Raphaël Guerreiro","Portugal"
"3046","Raphaël Guerreiro","France"
"3047","Tom Rothe","Germany"
"3048","Nico Schulz","Germany"
"3049","Marius Wolf","Germany"
"3050","Thomas Meunier","Belgium"
"3051","Mateu Morey Bauzà","Spain"
"3052","Felix Passlack","Germany"
"3053","Salih Özcan","Turkey"
"3054","Salih Özcan","Germany"
"3055","Emre Can","Germany"
"3056","Emre Can","Turkey"
"3057","Abdoulaye Kamara","Guinea"
"3058","Abdoulaye Kamara","France"
"3059","Jude Bellingham","England"
"3060","Mahmoud Dahoud","Germany"
"3061","Mahmoud Dahoud","Syria"
"3062","Giovanni Reyna","United"
"3063","Giovanni Reyna","States"
"3064","Julian Brandt","Germany"
"3065","Marco Reus","Germany"
"3066","Göktan Gürpüz","Turkey"
"3067","Göktan Gürpüz","Germany"
"3068","Donyell Malen","Netherlands"
"3069","Donyell Malen","Suriname"
"3070","Thorgan Hazard","Belgium"
"3071","Karim Adeyemi","Germany"
"3072","Karim Adeyemi","Nigeria"
"3073","Jamie Bynoe-Gittens","England"
"3074","Jamie Bynoe-Gittens","Barbados"
"3075","Sébastien Haller","Cote"
"3076","Sébastien Haller","d'Ivoire"
"3077","Youssoufa Moukoko","Germany"
"3078","Youssoufa Moukoko","Cameroon"
"3079","Anthony Modeste","France"
"3080","Anthony Modeste","Martinique"
"3081","Péter Gulácsi","Hungary"
"3082","Janis Blaswich","Germany"
"3083","Örjan Nyland","Norway"
"3084","Jonas Nickisch","Germany"
"3085","Timo Schlieck","Germany"
"3086","Josko Gvardiol","Croatia"
"3087","Mohamed Simakan","France"
"3088","Mohamed Simakan","Guinea"
"3089","Abdou Diallo","Senegal"
"3090","Abdou Diallo","France"
"3091","Willi Orbán","Hungary"
"3092","Willi Orbán","Germany"
"3093","David Raum","Germany"
"3094","Marcel Halstenberg","Germany"
"3095","Sanoussy Ba","Germany"
"3096","Sanoussy Ba","Senegal"
"3097","Benjamin Henrichs","Germany"
"3098","Benjamin Henrichs","Ghana"
"3099","Lukas Klostermann","Germany"
"3100","Konrad Laimer","Austria"
