"","Player","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs_Dribbles","Att_Vs_Dribbles","Tkl_percent_Vs_Dribbles","Past_Vs_Dribbles","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"2590","Stephy Mavididi",335,3,2,1,0,2,2,5,NA,3,7,0,7,0,3,2,0
"2591","Stevan Jovetić",398,1,1,0,1,0,0,1,NA,1,0,0,0,0,1,4,0
"2592","Steve Cook",957,8,4,4,4,0,5,6,NA,1,16,11,5,12,20,51,0
"2593","Steve Mandanda",1215,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,2
"2594","Steve Mounié",45,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
"2595","Steven Berghuis",587,15,10,3,8,4,8,12,NA,4,6,0,6,4,19,0,0
"2596","Steven Bergwijn",642,4,2,1,1,2,1,1,NA,0,2,0,2,1,5,1,0
"2597","Steven Davis",249,5,4,2,2,1,1,1,NA,0,4,0,4,2,7,3,0
"2598","Steven Fortes",7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2599","Steven Vitória",180,2,2,1,1,0,2,2,NA,0,3,1,2,0,2,6,0
"2600","Stijn Spierings",1350,38,26,14,22,2,15,35,NA,20,22,5,17,14,52,20,0
"2601","Stole Dimitrievski",1170,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,6,2
"2602","Strahinja Pavlović",685,22,10,15,7,0,9,12,NA,3,9,7,2,4,26,34,1
"2603","Stuart Armstrong",690,13,7,6,5,2,3,15,NA,12,9,0,9,3,16,5,0
"2604","Suat Serdar",967,30,14,8,17,5,10,21,NA,11,25,8,17,13,43,14,0
"2605","Suf Podgoreanu",12,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2606","Suliman Mustapha",68,2,2,0,2,0,0,0,NA,0,4,0,4,0,2,0,0
"2607","Sultan Al-Ghanam",126,0,0,0,0,0,0,1,NA,1,3,1,2,2,2,3,0
"2608","Sun Menachem",59,3,3,3,0,0,2,3,NA,1,0,0,0,0,3,2,0
"2609","Suso",325,5,4,1,3,1,1,6,NA,5,3,1,2,1,6,1,0
"2610","Sven Botman",1057,14,9,11,3,0,8,10,NA,2,13,7,6,11,25,37,1
"2611","Sven Michel",229,2,1,1,0,1,2,2,NA,0,1,0,1,0,2,2,0
"2612","Sven Ulreich",540,1,1,1,0,0,1,1,NA,0,0,0,0,0,1,0,1
"2613","Szymon Żurkowski",32,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2614","Taha Yassine Khenissi",29,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2615","Taïryk Arconte",26,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2616","Taiwo Awoniyi",512,5,4,0,4,1,2,3,NA,1,5,1,4,1,6,7,0
"2617","Tajon Buchanan",510,8,4,7,0,1,4,9,NA,5,4,0,4,1,9,2,0
"2618","Takefusa Kubo",887,17,8,6,6,5,4,11,NA,7,9,0,9,2,19,1,0
"2619","Takehiro Tomiyasu",455,13,9,6,4,3,7,8,NA,1,3,0,3,11,24,14,0
"2620","Takuma Asano",478,1,1,0,0,1,0,1,NA,1,5,1,4,3,4,1,0
"2621","Takumi Minamino",358,7,3,3,3,1,4,15,NA,11,11,0,11,4,11,4,0
"2622","Tammy Abraham",861,8,5,3,3,2,2,6,NA,4,4,2,2,1,9,4,0
"2623","Tanguy Coulibaly",24,3,2,2,1,0,1,1,100,0,1,0,1,0,3,0,0
"2624","Tanguy Ndombele",651,13,4,4,8,1,5,8,NA,3,7,1,6,6,19,4,1
"2625","Tanguy Nianzou",820,12,10,7,5,0,6,7,NA,1,6,4,2,10,22,23,0
"2626","Taras Stepanenko",532,18,11,12,5,1,10,28,177.7,18,2,1,1,12,30,21,1
"2627","Tarek Salman",8,1,0,1,0,0,0,0,NA,0,0,0,0,1,2,0,0
"2628","Tariq Lamptey",290,5,3,3,1,1,3,5,NA,2,3,1,2,4,9,6,0
"2629","Téji Savanier",1019,21,14,8,8,5,9,18,NA,9,10,2,8,11,32,5,1
"2630","Terem Moffi",1032,8,5,1,4,3,3,3,NA,0,9,2,7,1,9,7,0
"2631","Tetê",873,13,7,5,3,5,6,14,NA,8,6,0,6,9,22,1,0
"2632","Tete Morente",718,9,4,5,3,1,4,9,NA,5,9,1,8,4,13,9,0
"2633","Teun Koopmeiners",1314,26,16,7,16,3,15,27,NA,12,18,5,13,14,40,22,0
"2634","Theo Bongonda",446,5,4,1,3,1,1,5,NA,4,3,0,3,1,6,2,0
"2635","Theo Hernández",1547,34,22,21,11,2,16,23,NA,7,19,4,15,11,45,13,3
"2636","Théo Le Bris",815,18,13,9,7,2,9,21,NA,12,12,1,11,13,31,11,0
"2637","Théo Sainte-Luce",355,7,5,3,4,0,4,10,NA,6,4,2,2,4,11,5,0
"2638","Theo Walcott",113,2,1,1,0,1,1,1,NA,0,0,0,0,1,3,0,0
"2639","Thiago Alcántara",950,38,21,16,18,4,14,21,NA,7,11,1,10,16,54,5,1
"2640","Thiago Almada",7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2641","Thiago Mendes",1167,30,16,12,17,1,23,25,NA,2,12,6,6,31,61,36,3
"2642","Thiago Silva",1640,26,16,13,12,1,12,16,NA,4,28,20,8,25,51,70,2
"2643","Thibault De Smet",172,5,3,2,3,0,4,5,150,1,3,0,3,0,5,3,0
"2644","Thibaut Courtois",1440,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,2,2
"2645","Thierno Balde",795,15,6,8,4,3,12,18,NA,6,5,2,3,10,25,14,0
"2646","Thierry Correia",1211,32,22,19,12,1,17,26,NA,9,13,1,12,16,48,32,2
"2647","Thijs Dallinga",900,3,3,0,1,2,0,3,NA,3,8,2,6,1,4,10,0
"2648","Thilo Kehrer",1239,28,14,16,9,3,17,31,NA,14,9,3,6,23,51,37,1
"2649","Thomas Cannon",17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2650","Thomas Delaine",709,15,8,10,2,3,8,14,NA,6,7,2,5,5,20,6,0
"2651","Thomas Delaney",583,7,5,0,7,0,4,8,NA,4,5,3,2,5,12,9,0
"2652","Thomas Foket",13,1,1,1,0,0,1,1,100,0,0,0,0,2,3,0,0
"2653","Thomas Henry",857,5,3,1,1,3,1,3,NA,2,5,2,3,0,5,11,0
"2654","Thomas Kastanaras",5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2655","Thomas Lemar",494,9,4,2,4,3,2,8,NA,6,5,2,3,4,13,3,0
"2656","Thomas Mangani",520,8,6,3,3,2,4,13,NA,9,7,1,6,11,19,5,0
"2657","Thomas Meunier",1041,30,16,16,10,4,18,27,NA,9,14,3,11,17,47,27,0
"2658","Thomas Müller",957,5,5,2,1,2,3,9,NA,6,10,2,8,4,9,6,0
"2659","Thomas Ouwejan",739,18,7,12,5,1,6,10,NA,4,16,3,13,12,30,21,0
"2660","Thomas Partey",1139,30,17,15,11,4,12,21,NA,9,10,3,7,14,44,25,1
"2661","Thorgan Hazard",738,22,9,7,13,2,15,24,NA,9,11,1,10,8,30,8,0
"2662","Þórir Jóhann Helgason",150,1,1,0,0,1,1,1,NA,0,1,0,1,2,3,2,0
"2663","Tiago Djaló",1060,16,12,13,2,1,8,11,NA,3,11,6,5,13,29,34,1
"2664","Tiago Tomás",723,7,4,2,3,2,5,6,NA,1,8,2,6,0,7,2,0
"2665","Tim Lemperle",35,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0
"2666","Tim Oermann",194,2,1,2,0,0,1,1,NA,0,3,2,1,1,3,8,1
"2667","Tim Ream",1617,18,10,9,6,3,6,13,NA,7,25,16,9,24,42,60,0
"2668","Tim Skarke",53,1,1,0,0,1,0,0,NA,0,1,0,1,0,1,0,0
"2669","Timo Baumgartl",314,9,5,5,2,2,4,13,NA,9,6,2,4,1,10,4,0
"2670","Timo Hübers",1029,20,12,16,4,0,9,16,NA,7,6,4,2,23,43,64,0
"2671","Timo Werner",995,3,2,1,2,0,0,5,NA,5,5,0,5,1,4,3,1
"2672","Timothée Kolodziejczak",25,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
"2673","Timothy Castagne",1371,33,20,25,5,3,14,28,NA,14,17,5,12,16,49,36,0
"2674","Timothy Chandler",91,2,2,2,0,0,2,2,NA,0,1,0,1,0,2,3,0
"2675","Timothy Fosu-Mensah",123,5,4,2,2,1,1,1,NA,0,1,0,1,1,6,1,0
"2676","Timothy Weah",567,3,3,1,2,0,3,5,NA,2,11,0,11,3,6,1,0
"2677","Tjaronn Chery",540,2,1,0,2,0,0,3,NA,3,5,0,5,1,3,2,0
"2678","Tobias Mohr",695,7,4,3,4,0,2,7,NA,5,12,5,7,8,15,19,0
"2679","Tobias Sippel",270,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1
"2680","Toby Alderweireld",180,2,0,2,0,0,1,2,100,1,1,1,0,0,2,14,0
"2681","Tolgay Arslan",446,10,7,5,5,0,3,8,NA,5,4,0,4,5,15,6,0
"2682","Tom Bischof",15,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"2683","Tom Cairney",343,7,2,1,4,2,4,4,NA,0,7,1,6,1,8,0,0
"2684","Tom Davies",298,8,5,4,4,0,3,5,NA,2,3,0,3,3,11,6,1
"2685","Tom Krauß",1232,64,36,25,34,5,24,46,NA,22,26,4,22,16,80,13,0
"2686","Tom Rothe",75,1,1,0,1,0,1,1,NA,0,4,1,3,1,2,4,0
"2687","Toma Bašić",216,1,0,0,0,1,1,3,NA,2,2,0,2,2,3,2,0
"2688","Tomás Alarcón",223,3,2,0,2,1,1,2,NA,1,1,0,1,2,5,2,0
"2689","Tomáš Chorý",361,3,1,0,0,3,1,3,NA,2,4,0,4,1,4,6,0
"2690","Tomáš Koubek",360,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"2691","Tomás Rincón",1090,27,13,6,16,5,13,21,NA,8,14,0,14,16,43,4,0
"2692","Tomáš Souček",1307,47,25,28,19,0,17,33,783.4,16,21,8,13,24,71,26,1
"2693","Tommaso Augello",1016,5,4,4,1,0,2,5,NA,3,6,3,3,5,10,18,1
"2694","Tommaso Baldanzi",216,4,4,1,3,0,2,3,NA,1,0,0,0,0,4,1,0
"2695","Tommaso Barbieri",3,2,1,0,2,0,1,1,100,0,0,0,0,0,2,0,0
"2696","Tommaso Milanese",11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2697","Tommaso Pobega",505,16,8,3,11,2,6,13,NA,7,7,2,5,5,21,3,0
"2698","Toni Kroos",1303,33,20,7,25,1,13,29,NA,16,19,3,16,11,44,6,0
"2699","Toni Lato",276,5,1,2,3,0,1,3,NA,2,2,0,2,2,7,8,0
"2700","Toni Martínez",93,7,4,1,4,2,2,2,NA,0,1,0,1,0,7,0,0
"2701","Toni Villa",380,15,9,7,6,2,7,14,NA,7,3,0,3,3,18,1,0
"2702","Tonny Vilhena",953,22,12,4,16,2,10,18,NA,8,8,2,6,6,28,8,0
"2703","Tony Jantschke",87,2,1,1,1,0,1,1,NA,0,3,2,1,0,2,4,0
"2704","Tosin Adarabioyo",900,11,4,9,2,0,4,6,NA,2,7,6,1,11,22,50,0
"2705","Toti Gomes",259,3,2,3,0,0,2,2,NA,0,3,2,1,1,4,19,0
"2706","Trent Alexander-Arnold",1468,31,23,21,7,3,24,40,NA,16,13,3,10,15,46,16,0
"2707","Trevoh Chalobah",1043,16,12,13,2,1,10,19,NA,9,6,4,2,12,28,37,0
"2708","Tristan Dingomé",87,1,1,0,1,0,0,2,NA,2,0,0,0,0,1,0,0
"2709","Tuta",1760,38,24,21,13,4,21,41,NA,20,27,6,21,29,67,90,1
"2710","Tyler Adams",1436,62,37,35,23,4,33,49,NA,16,25,4,21,19,81,18,0
"2711","Tymoteusz Puchacz",58,1,0,1,0,0,0,0,NA,0,0,0,0,0,1,1,0
"2712","Tyrell Malacia",567,15,11,13,1,1,4,12,NA,8,7,2,5,8,23,18,0
"2713","Tyrese Francois",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"2714","Tyrick Mitchell",977,18,11,13,4,1,7,16,NA,9,15,4,11,8,26,27,0
"2715","Tyrone Mings",1170,7,2,4,3,0,4,5,NA,1,14,10,4,18,25,63,1
"2716","Tyronne Ebuehi",313,0,0,0,0,0,0,0,NA,0,6,5,1,2,2,16,0
"2717","Umar Sadiq",322,1,1,0,0,1,0,2,NA,2,4,0,4,0,1,3,0
"2718","Unai García",1116,12,7,8,2,2,7,10,NA,3,17,11,6,16,28,43,0
"2719","Unai López",554,7,4,2,3,2,3,9,NA,6,4,1,3,7,14,3,1
"2720","Unai Núñez",1170,10,7,4,5,1,2,9,NA,7,7,5,2,23,33,49,1
"2721","Unai Simón",1440,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,8,3
"2722","Unai Vencedor Paris",141,3,1,0,3,0,1,5,NA,4,3,0,3,1,4,0,0
"2723","Uriel Antuna",77,4,3,1,2,1,2,2,NA,0,1,0,1,0,4,0,0
"2724","Václav Jemelka",361,12,7,9,2,1,4,10,NA,6,7,3,4,5,17,12,0
"2725","Václav Pilař",123,2,1,0,1,1,1,3,NA,2,0,0,0,0,2,1,0
"2726","Valdemar Jensen",304,5,5,4,1,0,3,5,NA,2,5,4,1,5,10,5,0
"2727","Valentin Antov",144,5,4,3,2,0,1,3,NA,2,4,3,1,0,5,1,1
"2728","Valentin Carboni",18,0,0,0,0,0,0,1,NA,1,1,0,1,0,0,0,0
"2729","Valentín Castellanos",1112,6,3,1,2,3,0,7,NA,7,11,2,9,4,10,9,0
"2730","Valentin Gendrey",1094,33,18,24,7,2,14,24,NA,10,15,2,13,15,48,36,0
"2731","Valentin Rongier",1557,40,23,17,19,4,14,27,NA,13,22,5,17,27,67,19,0
"2732","Valentino Lazaro",750,9,5,6,0,3,5,7,NA,2,8,1,7,1,10,11,0
"2733","Valère Germain",290,3,3,0,1,2,2,4,NA,2,3,0,3,2,5,6,0
"2734","Valerii Bondar",540,7,5,5,2,0,2,3,NA,1,11,9,2,7,14,30,1
"2735","Valerio Verre",432,11,5,4,5,2,6,10,NA,4,6,1,5,8,19,2,0
"2736","Valery",398,6,3,1,5,0,2,3,NA,1,3,0,3,2,8,2,0
"2737","Vanderson",854,29,17,12,15,2,17,24,NA,7,19,4,15,26,55,16,1
"2738","Vanja Milinković-Savić",1350,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,5,1
"2739","Vassilis Lambropoulos",477,7,6,5,2,0,3,4,NA,1,4,3,1,10,17,30,0
"2740","Vedat Muriqi",1037,6,4,3,3,0,2,4,NA,2,5,2,3,3,9,19,0
"2741","Veljko Birmančević",172,5,3,2,2,1,4,8,NA,4,8,2,6,1,6,0,0
"2742","Vicente Guaita",1260,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,6,0
"2743","Victor Bernth Kristiansen",483,15,6,9,3,3,5,7,NA,2,11,1,10,6,21,14,0
"2744","Víctor Chust",851,8,6,7,1,0,3,6,NA,3,7,3,4,10,18,44,0
"2745","Victor Lindelöf",352,5,3,3,2,0,2,2,NA,0,4,2,2,4,9,18,0
"2746","Victor Nelsson",90,0,0,0,0,0,0,1,0,1,2,1,1,2,2,1,0
"2747","Victor Osimhen",905,5,2,0,2,3,4,9,NA,5,3,1,2,2,7,10,0
"2748","Víctor Ruiz",341,1,0,1,0,0,0,0,NA,0,6,3,3,3,4,18,0
"2749","Viktor Claesson",482,9,8,7,1,1,4,6,NA,2,4,2,2,9,18,8,0
"2750","Viktor Kovalenko",324,7,3,0,5,2,3,3,NA,0,7,2,5,0,7,3,0
"2751","Vincent Aboubakar",53,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2752","Vincent Janssen",86,2,0,0,1,1,0,1,NA,1,2,0,2,0,2,1,0
"2753","Vincent Le Goff",1350,34,19,25,8,1,24,27,1200,3,10,2,8,17,51,44,1
"2754","Vincent Marchetti",1201,31,18,16,11,4,15,33,NA,18,11,1,10,10,41,11,0
"2755","Vincenzo Grifo",1120,7,3,2,4,1,2,10,NA,8,3,0,3,8,15,6,0
"2756","Vinicius Júnior",1831,25,16,11,9,5,9,20,NA,11,17,1,16,5,30,2,0
"2757","Vinicius Souza",1188,53,34,21,23,9,16,26,NA,10,14,9,5,29,82,27,1
"2758","Virgil van Dijk",2070,14,5,9,5,0,3,8,NA,5,20,14,6,20,34,86,1
"2759","Vitaliy Mykolenko",1283,23,11,15,8,0,8,14,NA,6,28,9,19,23,46,42,0
"2760","Vitaly Janelt",990,25,13,9,11,5,11,18,NA,7,9,4,5,14,39,14,0
"2761","Vitinha",1325,25,13,10,10,5,11,35,NA,24,11,1,10,20,45,8,0
"2762","Vito Mannone",168,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"2763","Vlad Chiricheș",342,18,9,14,3,1,6,7,NA,1,12,6,6,13,31,9,0
"2764","Vladimír Coufal",685,14,9,12,2,0,9,14,NA,5,9,2,7,15,29,14,0
"2765","Vladimír Darida",31,1,1,0,1,0,0,0,NA,0,1,0,1,0,1,0,0
"2766","Wahbi Khazri",790,14,7,6,8,0,4,12,NA,8,5,1,4,6,20,7,0
"2767","Wajdi Kechrida",111,3,3,3,0,0,1,1,NA,0,2,1,1,0,3,4,0
"2768","Walace",1191,37,20,19,15,3,16,33,NA,17,21,5,16,18,55,17,0
"2769","Waldemar Anton",1344,26,16,14,11,1,9,16,NA,7,21,10,11,20,46,61,2
"2770","Walker Zimmerman",189,1,0,1,0,0,1,2,NA,1,2,2,0,1,2,11,0
"2771","Waniss Taibi",137,6,3,3,2,1,2,3,NA,1,0,0,0,2,8,1,0
"2772","Warren Bondo",32,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2773","Warren Zaire-Emery",39,1,1,1,0,0,1,3,NA,2,0,0,0,1,2,0,0
"2774","Wassim Boullif",69,2,1,2,0,0,2,2,NA,0,3,2,1,0,2,1,0
"2775","Wataru Endo",1392,42,23,20,19,3,20,37,NA,17,20,7,13,15,57,41,0
"2776","Wayne Hennessey",175,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2777","Wendell",129,3,1,2,1,0,1,3,NA,2,2,0,2,1,4,2,0
"2778","Wesley Fofana",487,13,7,4,7,2,6,11,NA,5,4,1,3,15,28,11,0
"2779","Wesley Saïd",400,2,0,1,0,1,0,2,NA,2,4,0,4,1,3,1,0
"2780","Weston McKennie",1281,15,7,5,7,3,9,16,NA,7,24,4,20,10,25,17,0
"2781","Wilfred Ndidi",638,16,12,10,6,0,7,14,NA,7,11,5,6,14,30,18,1
"2782","Wilfried Kanga",933,4,4,2,1,1,2,3,NA,1,11,3,8,0,4,10,0
"2783","Wilfried Singo",578,9,6,5,2,2,7,7,NA,0,5,0,5,2,11,14,0
"2784","Wilfried Zaha",1147,22,14,10,8,4,5,11,NA,6,10,0,10,6,28,4,0
"2785","Will Hughes",92,4,2,2,1,1,2,4,NA,2,1,1,0,0,4,1,0
"2786","Willi Orban",1890,35,23,22,11,2,21,31,NA,10,25,15,10,30,65,93,0
"2787","William Carvalho",1042,19,11,8,10,1,4,16,NA,12,10,4,6,5,24,10,0
"2788","William Clem",170,5,2,3,0,2,2,7,70,5,2,0,2,4,9,0,0
"2789","William Saliba",1273,22,12,14,6,2,11,13,NA,2,8,5,3,9,31,39,3
"2790","Willian",564,5,3,3,0,2,3,4,NA,1,5,0,5,3,8,2,0
"2791","Willian José",271,4,3,3,1,0,2,5,NA,3,2,0,2,0,4,5,0
"2792","Williot Swedberg",34,1,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0
"2793","Willy Boly",152,4,0,3,1,0,3,7,90,4,0,0,0,1,5,9,0
"2794","Wilson Odobert",698,8,8,5,2,1,4,11,NA,7,5,0,5,6,14,1,0
"2795","Wissam Ben Yedder",811,6,3,2,1,3,2,7,NA,5,10,0,10,3,9,0,0
"2796","Wladimiro Falcone",1260,1,0,1,0,0,1,1,NA,0,0,0,0,1,2,10,0
"2797","Wojciech Szczęsny",1302,1,0,1,0,0,0,1,NA,1,0,0,0,0,1,5,0
"2798","Wout Faes",1080,26,13,12,13,1,14,20,NA,6,18,11,7,16,42,51,0
"2799","Wout Weghorst",20,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2800","Xaver Schlager",1330,27,16,9,16,2,15,31,NA,16,15,2,13,10,37,17,0
"2801","Xavier Chavalerin",723,21,12,11,7,3,12,24,NA,12,6,2,4,9,30,5,0
"2802","Xeka",434,9,3,5,3,1,6,14,242.9,8,9,2,7,3,12,8,0
"2803","Xherdan Shaqiri",71,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"2804","Yacine Adli",116,6,3,2,4,0,2,2,NA,0,2,0,2,1,7,1,0
"2805","Yahia Fofana",720,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,1
"2806","Yahya Attiat Allah",54,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,4,0
"2807","Yan Couto",506,13,9,8,3,2,6,10,NA,4,4,1,3,3,16,2,0
"2808","Yan Valery",712,11,9,6,5,0,3,6,NA,3,12,4,8,8,19,21,0
"2809","Yangel Herrera",629,19,7,7,10,2,4,8,NA,4,10,1,9,2,21,6,0
"2810","Yanis Begraoui",52,2,0,1,0,1,1,2,NA,1,0,0,0,1,3,0,0
"2811","Yanis Cimignani",279,11,5,3,7,1,4,5,NA,1,5,1,4,2,13,2,0
"2812","Yanis Massolin",38,1,1,0,0,1,0,0,NA,0,1,0,1,2,3,0,0
"2813","Yann Karamoh",24,3,1,2,1,0,1,1,NA,0,0,0,0,0,3,0,0
"2814","Yann Sommer",1080,1,0,1,0,0,1,1,NA,0,0,0,0,0,1,8,0
"2815","Yannick Carrasco",1058,24,16,15,9,0,20,36,NA,16,13,1,12,5,29,11,0
"2816","Yannick Gerhardt",700,10,5,5,1,4,4,10,NA,6,9,2,7,3,13,7,0
"2817","Yannik Keitel",347,5,4,2,3,0,2,2,NA,0,2,0,2,8,13,0,0
"2818","Yasser Al-Shahrani",89,3,1,0,3,0,1,1,100,0,0,0,0,6,9,6,0
"2819","Yasser Larouci",747,9,5,6,2,1,5,7,NA,2,4,1,3,9,18,16,0
"2820","Yassine Bounou",1485,1,1,1,0,0,1,4,NA,3,0,0,0,1,2,12,2
"2821","Yassine Meriah",270,4,2,3,0,1,3,8,120,5,5,0,5,1,5,20,0
"2822","Yayah Kallon",250,5,4,2,1,2,3,5,NA,2,5,0,5,3,8,0,0
"2823","Yehvann Diouf",720,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,1
"2824","Yeltsin Tejeda",180,2,1,1,1,0,1,5,50,4,6,4,2,0,2,3,0
"2825","Yeray Álvarez",1056,15,10,12,2,1,11,13,NA,2,13,10,3,26,41,43,0
"2826","Yeremi Pino",697,19,13,11,6,2,8,19,NA,11,8,1,7,6,25,15,0
"2827","Yerry Mina",69,1,0,0,1,0,0,0,NA,0,2,1,1,1,2,3,0
"2828","Yıldırım Mert Çetin",20,1,0,1,0,0,0,0,NA,0,0,0,0,1,2,1,0
"2829","Yoane Wissa",642,12,8,2,6,4,6,6,NA,0,3,0,3,3,15,8,0
"2830","Yoann Cathline",236,5,3,2,1,2,0,1,NA,1,1,0,1,2,7,0,0
"2831","Yoann Salmier",1070,23,11,11,9,3,13,18,NA,5,16,9,7,20,43,29,0
"2832","Yoann Touzghar",243,2,2,0,2,0,0,1,NA,1,0,0,0,0,2,0,0
"2833","Yohann Magnin",941,32,21,14,15,3,15,33,NA,18,19,4,15,15,47,25,0
"2834","Youcef Atal",624,34,19,16,14,4,21,25,NA,4,6,0,6,11,45,11,0
"2835","Youcef Belaïli",676,14,6,3,6,5,5,13,NA,8,6,1,5,2,16,5,0
"2836","Youri Baas",44,2,0,1,1,0,0,1,NA,1,0,0,0,0,2,1,0
"2837","Youri Tielemans",1241,37,18,16,16,5,15,29,NA,14,23,5,18,13,50,10,0
"2838","Youssef En-Nesyri",759,6,4,0,3,3,3,8,NA,5,5,1,4,3,9,9,0
"2839","Youssef Maleh",297,3,1,0,3,0,0,4,NA,4,5,0,5,1,4,3,0
"2840","Youssef Msakni",169,3,1,1,2,0,0,1,NA,1,2,1,1,0,3,1,0
"2841","Youssouf Fofana",1251,38,15,12,22,4,19,27,NA,8,16,2,14,13,51,11,0
"2842","Youssouf Koné",462,19,12,16,3,0,10,14,NA,4,5,2,3,7,26,19,1
"2843","Youssouf M'Changama",298,5,2,3,2,0,0,3,NA,3,2,0,2,3,8,1,1
"2844","Youssouf Sabaly",900,18,10,14,3,1,11,12,NA,1,13,3,10,10,28,27,1
"2845","Youssoufa Moukoko",1012,14,7,4,6,4,3,5,NA,2,4,0,4,1,15,1,0
"2846","Youstin Salas",2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"2847","Yukhym Konoplia",418,10,7,3,6,1,5,11,NA,6,8,1,7,2,12,12,1
"2848","Yuki Soma",81,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0
"2849","Yunis Abdelhamid",1350,33,20,17,16,0,15,19,NA,4,30,12,18,34,67,43,0
"2850","Yunus Musah",1099,27,19,11,14,2,6,11,NA,5,11,0,11,6,33,10,2
"2851","Yuri Berchiche",440,9,6,6,2,1,7,13,NA,6,9,2,7,7,16,13,0
"2852","Yussuf Poulsen",166,2,0,0,2,0,1,2,NA,1,4,0,4,0,2,3,0
"2853","Yusuf Yazıcı",200,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,1,0
